date,date_id,wind,desc,temp,baro,hum,year,month,day,day_date,start_hour,end_hour
"Friday, March 3, 2017, 6:00 am — 12:00 pm",1488520800000.0,10.564,Drizzle. Partly sunny.,46.4,29.51,91,2017,3,Friday,3,06:00,12:00
"Friday, March 3, 2017, 12:00 pm — 6:00 pm",1488542400000.0,9.943,Broken clouds.,51.8,29.36,81,2017,3,Friday,3,12:00,18:00
"Friday, March 3, 2017, 6:00 pm — 12:00 am",1488564000000.0,5.593,Passing clouds.,50.0,29.26,89,2017,3,Friday,3,18:00,00:00
"Saturday, March 4, 2017, 12:00 am — 6:00 am",1488585600000.0,4.971,Partly cloudy.,46.4,29.19,93,2017,3,Saturday,4,00:00,06:00
"Saturday, March 4, 2017, 6:00 am — 12:00 pm",1488607200000.0,8.078,Broken clouds.,51.8,29.21,77,2017,3,Saturday,4,06:00,12:00
"Saturday, March 4, 2017, 12:00 pm — 6:00 pm",1488628800000.0,14.293,Partly sunny.,53.6,29.15,60,2017,3,Saturday,4,12:00,18:00
"Saturday, March 4, 2017, 6:00 pm — 12:00 am",1488650400000.0,11.185,Passing clouds.,48.2,29.24,78,2017,3,Saturday,4,18:00,00:00
"Sunday, March 5, 2017, 12:00 am — 6:00 am",1488672000000.0,9.943,Passing clouds.,42.8,29.31,79,2017,3,Sunday,5,00:00,06:00
"Sunday, March 5, 2017, 6:00 am — 12:00 pm",1488693600000.0,16.157,Light rain. Broken clouds.,50.0,29.16,82,2017,3,Sunday,5,06:00,12:00
"Sunday, March 5, 2017, 12:00 pm — 6:00 pm",1488715200000.0,16.778,Broken clouds.,50.0,29.22,71,2017,3,Sunday,5,12:00,18:00
"Sunday, March 5, 2017, 6:00 pm — 12:00 am",1488736800000.0,14.293,Partly cloudy.,44.6,29.37,86,2017,3,Sunday,5,18:00,00:00
"Monday, March 6, 2017, 12:00 am — 6:00 am",1488758400000.0,6.836,Passing clouds.,42.8,29.52,86,2017,3,Monday,6,00:00,06:00
"Monday, March 6, 2017, 6:00 am — 12:00 pm",1488780000000.0,7.4570000000000025,Partly sunny.,48.2,29.56,80,2017,3,Monday,6,06:00,12:00
"Monday, March 6, 2017, 12:00 pm — 6:00 pm",1488801600000.0,13.05,Partly sunny.,50.0,29.71,48,2017,3,Monday,6,12:00,18:00
"Monday, March 6, 2017, 6:00 pm — 12:00 am",1488823200000.0,7.4570000000000025,Clear.,46.4,29.85,74,2017,3,Monday,6,18:00,00:00
"Tuesday, March 7, 2017, 12:00 am — 6:00 am",1488844800000.0,9.321,Passing clouds.,44.6,29.96,86,2017,3,Tuesday,7,00:00,06:00
"Tuesday, March 7, 2017, 6:00 am — 12:00 pm",1488866400000.0,6.2139999999999995,Partly sunny.,48.2,30.03,76,2017,3,Tuesday,7,06:00,12:00
"Tuesday, March 7, 2017, 12:00 pm — 6:00 pm",1488888000000.0,6.836,Broken clouds.,51.8,30.02,52,2017,3,Tuesday,7,12:00,18:00
"Tuesday, March 7, 2017, 6:00 pm — 12:00 am",1488909600000.0,9.943,Passing clouds.,46.4,30.0,75,2017,3,Tuesday,7,18:00,00:00
"Wednesday, March 8, 2017, 12:00 am — 6:00 am",1488931200000.0,9.321,Low clouds.,50.0,29.85,94,2017,3,Wednesday,8,00:00,06:00
"Wednesday, March 8, 2017, 6:00 am — 12:00 pm",1488952800000.0,12.427999999999999,Drizzle. Mostly cloudy.,57.2,29.83,88,2017,3,Wednesday,8,06:00,12:00
"Wednesday, March 8, 2017, 12:00 pm — 6:00 pm",1488974400000.0,12.427999999999999,Broken clouds.,59.0,29.89,68,2017,3,Wednesday,8,12:00,18:00
"Wednesday, March 8, 2017, 6:00 pm — 12:00 am",1488996000000.0,4.971,Passing clouds.,51.8,30.0,90,2017,3,Wednesday,8,18:00,00:00
"Thursday, March 9, 2017, 12:00 am — 6:00 am",1489017600000.0,9.321,Passing clouds.,53.6,30.0,90,2017,3,Thursday,9,00:00,06:00
"Thursday, March 9, 2017, 6:00 am — 12:00 pm",1489039200000.0,13.671,Passing clouds.,59.0,30.08,71,2017,3,Thursday,9,06:00,12:00
"Thursday, March 9, 2017, 12:00 pm — 6:00 pm",1489060800000.0,11.185,Scattered clouds.,60.8,30.18,43,2017,3,Thursday,9,12:00,18:00
"Thursday, March 9, 2017, 6:00 pm — 12:00 am",1489082400000.0,5.593,Clear.,50.0,30.28,62,2017,3,Thursday,9,18:00,00:00
"Friday, March 10, 2017, 12:00 am — 6:00 am",1489104000000.0,4.971,Passing clouds.,46.4,30.31,77,2017,3,Friday,10,00:00,06:00
"Friday, March 10, 2017, 6:00 am — 12:00 pm",1489125600000.0,6.836,Drizzle. Low clouds.,51.8,30.3,87,2017,3,Friday,10,06:00,12:00
"Friday, March 10, 2017, 12:00 pm — 6:00 pm",1489147200000.0,6.836,Partly sunny.,53.6,30.22,83,2017,3,Friday,10,12:00,18:00
"Friday, March 10, 2017, 6:00 pm — 12:00 am",1489168800000.0,6.2139999999999995,Passing clouds.,51.8,30.19,91,2017,3,Friday,10,18:00,00:00
"Saturday, March 11, 2017, 12:00 am — 6:00 am",1489190400000.0,4.971,Passing clouds.,50.0,30.12,94,2017,3,Saturday,11,00:00,06:00
"Saturday, March 11, 2017, 6:00 am — 12:00 pm",1489212000000.0,6.2139999999999995,Low clouds.,55.4,30.08,87,2017,3,Saturday,11,06:00,12:00
"Saturday, March 11, 2017, 12:00 pm — 6:00 pm",1489233600000.0,5.593,Broken clouds.,62.6,30.01,67,2017,3,Saturday,11,12:00,18:00
"Saturday, March 11, 2017, 6:00 pm — 12:00 am",1489255200000.0,4.35,Overcast.,57.2,29.98,80,2017,3,Saturday,11,18:00,00:00
"Sunday, March 12, 2017, 12:00 am — 6:00 am",1489276800000.0,1.2429999999999999,Overcast.,50.0,29.91,90,2017,3,Sunday,12,00:00,06:00
"Sunday, March 12, 2017, 6:00 am — 12:00 pm",1489298400000.0,3.728,Rain. Mostly cloudy.,51.8,29.92,88,2017,3,Sunday,12,06:00,12:00
"Sunday, March 12, 2017, 12:00 pm — 6:00 pm",1489320000000.0,4.35,Light rain. Broken clouds.,53.6,29.97,91,2017,3,Sunday,12,12:00,18:00
"Sunday, March 12, 2017, 6:00 pm — 12:00 am",1489341600000.0,6.836,Clear.,51.8,30.11,84,2017,3,Sunday,12,18:00,00:00
"Monday, March 13, 2017, 12:00 am — 6:00 am",1489363200000.0,8.078,Passing clouds.,46.4,30.25,83,2017,3,Monday,13,00:00,06:00
"Monday, March 13, 2017, 6:00 am — 12:00 pm",1489384800000.0,8.078,Sunny.,53.6,30.37,70,2017,3,Monday,13,06:00,12:00
"Monday, March 13, 2017, 12:00 pm — 6:00 pm",1489406400000.0,6.836,Partly sunny.,59.0,30.4,51,2017,3,Monday,13,12:00,18:00
"Monday, March 13, 2017, 6:00 pm — 12:00 am",1489428000000.0,4.35,Passing clouds.,55.4,30.45,76,2017,3,Monday,13,18:00,00:00
"Tuesday, March 14, 2017, 12:00 am — 6:00 am",1489449600000.0,7.4570000000000025,Low clouds.,48.2,30.45,93,2017,3,Tuesday,14,00:00,06:00
"Tuesday, March 14, 2017, 6:00 am — 12:00 pm",1489471200000.0,11.185,Overcast.,55.4,30.47,82,2017,3,Tuesday,14,06:00,12:00
"Tuesday, March 14, 2017, 12:00 pm — 6:00 pm",1489492800000.0,11.185,Partly sunny.,59.0,30.47,67,2017,3,Tuesday,14,12:00,18:00
"Tuesday, March 14, 2017, 6:00 pm — 12:00 am",1489514400000.0,5.593,Passing clouds.,57.2,30.5,84,2017,3,Tuesday,14,18:00,00:00
"Wednesday, March 15, 2017, 12:00 am — 6:00 am",1489536000000.0,1.864,Dense fog.,48.2,30.51,94,2017,3,Wednesday,15,00:00,06:00
"Wednesday, March 15, 2017, 6:00 am — 12:00 pm",1489557600000.0,3.1069999999999998,Fog.,59.0,30.53,89,2017,3,Wednesday,15,06:00,12:00
"Wednesday, March 15, 2017, 12:00 pm — 6:00 pm",1489579200000.0,6.2139999999999995,Passing clouds.,64.4,30.44,53,2017,3,Wednesday,15,12:00,18:00
"Wednesday, March 15, 2017, 6:00 pm — 12:00 am",1489600800000.0,2.4859999999999998,Clear.,57.2,30.41,79,2017,3,Wednesday,15,18:00,00:00
"Thursday, March 16, 2017, 12:00 am — 6:00 am",1489622400000.0,2.4859999999999998,Clear.,42.8,30.31,94,2017,3,Thursday,16,00:00,06:00
"Thursday, March 16, 2017, 6:00 am — 12:00 pm",1489644000000.0,8.078,Fog.,50.0,30.24,94,2017,3,Thursday,16,06:00,12:00
"Thursday, March 16, 2017, 12:00 pm — 6:00 pm",1489665600000.0,11.185,Partly sunny.,53.6,30.11,76,2017,3,Thursday,16,12:00,18:00
"Thursday, March 16, 2017, 6:00 pm — 12:00 am",1489687200000.0,7.4570000000000025,Passing clouds.,50.0,30.09,78,2017,3,Thursday,16,18:00,00:00
"Friday, March 17, 2017, 12:00 am — 6:00 am",1489708800000.0,4.35,Passing clouds.,46.4,30.1,80,2017,3,Friday,17,00:00,06:00
"Friday, March 17, 2017, 6:00 am — 12:00 pm",1489730400000.0,11.807,Sunny.,50.0,30.11,67,2017,3,Friday,17,06:00,12:00
"Friday, March 17, 2017, 12:00 pm — 6:00 pm",1489752000000.0,17.4,Mostly cloudy.,53.6,30.0,55,2017,3,Friday,17,12:00,18:00
"Friday, March 17, 2017, 6:00 pm — 12:00 am",1489773600000.0,21.75,Overcast.,50.0,29.83,72,2017,3,Friday,17,18:00,00:00
"Saturday, March 18, 2017, 12:00 am — 6:00 am",1489795200000.0,14.914000000000001,Low clouds.,51.8,29.76,88,2017,3,Saturday,18,00:00,06:00
"Saturday, March 18, 2017, 6:00 am — 12:00 pm",1489816800000.0,14.293,Light rain. Partly sunny.,57.2,29.83,86,2017,3,Saturday,18,06:00,12:00
"Saturday, March 18, 2017, 12:00 pm — 6:00 pm",1489838400000.0,17.4,Broken clouds.,57.2,29.83,74,2017,3,Saturday,18,12:00,18:00
"Saturday, March 18, 2017, 6:00 pm — 12:00 am",1489860000000.0,14.293,Passing clouds.,55.4,29.87,80,2017,3,Saturday,18,18:00,00:00
"Sunday, March 19, 2017, 12:00 am — 6:00 am",1489881600000.0,15.535,Overcast.,53.6,29.82,83,2017,3,Sunday,19,00:00,06:00
"Sunday, March 19, 2017, 6:00 am — 12:00 pm",1489903200000.0,21.75,Partly sunny.,55.4,29.79,71,2017,3,Sunday,19,06:00,12:00
"Sunday, March 19, 2017, 12:00 pm — 6:00 pm",1489924800000.0,19.885,Partly sunny.,59.0,29.75,64,2017,3,Sunday,19,12:00,18:00
"Sunday, March 19, 2017, 6:00 pm — 12:00 am",1489946400000.0,14.293,Passing clouds.,55.4,29.77,86,2017,3,Sunday,19,18:00,00:00
"Monday, March 20, 2017, 12:00 am — 6:00 am",1489968000000.0,10.564,Low clouds.,51.8,29.69,90,2017,3,Monday,20,00:00,06:00
"Monday, March 20, 2017, 6:00 am — 12:00 pm",1489989600000.0,15.535,Light rain. Partly sunny.,53.6,29.61,86,2017,3,Monday,20,06:00,12:00
"Monday, March 20, 2017, 12:00 pm — 6:00 pm",1490011200000.0,16.778,Broken clouds.,55.4,29.59,79,2017,3,Monday,20,12:00,18:00
"Monday, March 20, 2017, 6:00 pm — 12:00 am",1490032800000.0,8.7,Passing clouds.,48.2,29.67,78,2017,3,Monday,20,18:00,00:00
"Tuesday, March 21, 2017, 12:00 am — 6:00 am",1490054400000.0,11.185,Passing clouds.,44.6,29.72,78,2017,3,Tuesday,21,00:00,06:00
"Tuesday, March 21, 2017, 6:00 am — 12:00 pm",1490076000000.0,14.914000000000001,Scattered clouds.,50.0,29.82,56,2017,3,Tuesday,21,06:00,12:00
"Tuesday, March 21, 2017, 12:00 pm — 6:00 pm",1490097600000.0,14.914000000000001,Sunny.,51.8,29.81,45,2017,3,Tuesday,21,12:00,18:00
"Tuesday, March 21, 2017, 6:00 pm — 12:00 am",1490119200000.0,9.321,Passing clouds.,46.4,29.78,71,2017,3,Tuesday,21,18:00,00:00
"Wednesday, March 22, 2017, 12:00 am — 6:00 am",1490140800000.0,10.564,Passing clouds.,42.8,29.69,74,2017,3,Wednesday,22,00:00,06:00
"Wednesday, March 22, 2017, 6:00 am — 12:00 pm",1490162400000.0,16.157,Light rain. Mostly cloudy.,48.2,29.64,81,2017,3,Wednesday,22,06:00,12:00
"Wednesday, March 22, 2017, 12:00 pm — 6:00 pm",1490184000000.0,9.943,Scattered clouds.,50.0,29.69,70,2017,3,Wednesday,22,12:00,18:00
"Wednesday, March 22, 2017, 6:00 pm — 12:00 am",1490205600000.0,4.971,Partly cloudy.,46.4,29.81,82,2017,3,Wednesday,22,18:00,00:00
"Thursday, March 23, 2017, 12:00 am — 6:00 am",1490227200000.0,8.7,Light rain. Partly cloudy.,44.6,29.86,90,2017,3,Thursday,23,00:00,06:00
"Thursday, March 23, 2017, 6:00 am — 12:00 pm",1490248800000.0,16.157,Sunny.,51.8,29.95,76,2017,3,Thursday,23,06:00,12:00
"Thursday, March 23, 2017, 12:00 pm — 6:00 pm",1490270400000.0,20.506999999999998,Passing clouds.,51.8,30.01,53,2017,3,Thursday,23,12:00,18:00
"Thursday, March 23, 2017, 6:00 pm — 12:00 am",1490292000000.0,15.535,Passing clouds.,48.2,30.13,76,2017,3,Thursday,23,18:00,00:00
"Friday, March 24, 2017, 12:00 am — 6:00 am",1490313600000.0,14.293,Passing clouds.,44.6,30.23,81,2017,3,Friday,24,00:00,06:00
"Friday, March 24, 2017, 6:00 am — 12:00 pm",1490335200000.0,14.293,Overcast.,50.0,30.35,78,2017,3,Friday,24,06:00,12:00
"Friday, March 24, 2017, 12:00 pm — 6:00 pm",1490356800000.0,14.914000000000001,Passing clouds.,55.4,30.39,57,2017,3,Friday,24,12:00,18:00
"Friday, March 24, 2017, 6:00 pm — 12:00 am",1490378400000.0,12.427999999999999,Clear.,50.0,30.46,70,2017,3,Friday,24,18:00,00:00
"Saturday, March 25, 2017, 12:00 am — 6:00 am",1490400000000.0,9.943,Clear.,42.8,30.46,81,2017,3,Saturday,25,00:00,06:00
"Saturday, March 25, 2017, 6:00 am — 12:00 pm",1490421600000.0,14.293,Sunny.,57.2,30.43,55,2017,3,Saturday,25,06:00,12:00
"Saturday, March 25, 2017, 12:00 pm — 6:00 pm",1490443200000.0,18.021,Sunny.,59.0,30.32,24,2017,3,Saturday,25,12:00,18:00
"Saturday, March 25, 2017, 6:00 pm — 12:00 am",1490464800000.0,13.671,Clear.,51.8,30.29,28,2017,3,Saturday,25,18:00,00:00
"Sunday, March 26, 2017, 12:00 am — 6:00 am",1490486400000.0,11.807,Clear.,42.8,30.26,60,2017,3,Sunday,26,00:00,06:00
"Sunday, March 26, 2017, 6:00 am — 12:00 pm",1490508000000.0,13.05,Partly sunny.,57.2,30.24,72,2017,3,Sunday,26,06:00,12:00
"Sunday, March 26, 2017, 12:00 pm — 6:00 pm",1490529600000.0,16.778,Partly sunny.,59.0,30.21,46,2017,3,Sunday,26,12:00,18:00
"Sunday, March 26, 2017, 6:00 pm — 12:00 am",1490551200000.0,11.807,Clear.,53.6,30.22,62,2017,3,Sunday,26,18:00,00:00
"Monday, March 27, 2017, 12:00 am — 6:00 am",1490572800000.0,7.4570000000000025,Low clouds.,44.6,30.22,84,2017,3,Monday,27,00:00,06:00
"Monday, March 27, 2017, 6:00 am — 12:00 pm",1490594400000.0,8.7,Low clouds.,51.8,30.21,80,2017,3,Monday,27,06:00,12:00
"Monday, March 27, 2017, 12:00 pm — 6:00 pm",1490616000000.0,8.7,Sunny.,60.8,30.12,53,2017,3,Monday,27,12:00,18:00
"Monday, March 27, 2017, 6:00 pm — 12:00 am",1490637600000.0,6.2139999999999995,Clear.,57.2,30.11,77,2017,3,Monday,27,18:00,00:00
"Tuesday, March 28, 2017, 12:00 am — 6:00 am",1490659200000.0,5.593,Fog.,42.8,30.1,93,2017,3,Tuesday,28,00:00,06:00
"Tuesday, March 28, 2017, 6:00 am — 12:00 pm",1490680800000.0,5.593,Haze.,59.0,30.09,79,2017,3,Tuesday,28,06:00,12:00
"Tuesday, March 28, 2017, 12:00 pm — 6:00 pm",1490702400000.0,11.807,Scattered clouds.,62.6,30.09,57,2017,3,Tuesday,28,12:00,18:00
"Tuesday, March 28, 2017, 6:00 pm — 12:00 am",1490724000000.0,10.564,Passing clouds.,55.4,30.13,75,2017,3,Tuesday,28,18:00,00:00
"Wednesday, March 29, 2017, 12:00 am — 6:00 am",1490745600000.0,11.185,Passing clouds.,53.6,30.11,82,2017,3,Wednesday,29,00:00,06:00
"Wednesday, March 29, 2017, 6:00 am — 12:00 pm",1490767200000.0,11.807,Partly sunny.,57.2,30.16,79,2017,3,Wednesday,29,06:00,12:00
"Wednesday, March 29, 2017, 12:00 pm — 6:00 pm",1490788800000.0,13.671,Broken clouds.,59.0,30.16,76,2017,3,Wednesday,29,12:00,18:00
"Wednesday, March 29, 2017, 6:00 pm — 12:00 am",1490810400000.0,9.321,Passing clouds.,57.2,30.16,78,2017,3,Wednesday,29,18:00,00:00
"Thursday, March 30, 2017, 12:00 am — 6:00 am",1490832000000.0,6.836,Passing clouds.,53.6,30.13,77,2017,3,Thursday,30,00:00,06:00
"Thursday, March 30, 2017, 6:00 am — 12:00 pm",1490853600000.0,7.4570000000000025,Partly sunny.,64.4,30.11,66,2017,3,Thursday,30,06:00,12:00
"Thursday, March 30, 2017, 12:00 pm — 6:00 pm",1490875200000.0,13.671,Sunny.,69.8,30.04,41,2017,3,Thursday,30,12:00,18:00
"Thursday, March 30, 2017, 6:00 pm — 12:00 am",1490896800000.0,6.2139999999999995,Clear.,64.4,29.95,57,2017,3,Thursday,30,18:00,00:00
"Friday, March 31, 2017, 12:00 am — 6:00 am",1490918400000.0,4.971,Passing clouds.,59.0,29.83,68,2017,3,Friday,31,00:00,06:00
"Friday, March 31, 2017, 6:00 am — 12:00 pm",1490940000000.0,9.943,Sunny.,57.2,29.81,76,2017,3,Friday,31,06:00,12:00
"Friday, March 31, 2017, 12:00 pm — 6:00 pm",1490961600000.0,16.157,Scattered clouds.,62.6,29.82,55,2017,3,Friday,31,12:00,18:00
"Friday, March 31, 2017, 6:00 pm — 12:00 am",1490983200000.0,6.836,Clear.,57.2,29.8,71,2017,3,Friday,31,18:00,00:00
"Thursday, March 1, 2018, 12:00 am — 6:00 am",1519862400000.0,18.021,Passing clouds.,24.8,29.72,77,2018,3,Thursday,1,00:00,06:00
"Thursday, March 1, 2018, 6:00 am — 12:00 pm",1519884000000.0,18.642,Light snow. Partly sunny.,26.6,29.59,88,2018,3,Thursday,1,06:00,12:00
"Thursday, March 1, 2018, 12:00 pm — 6:00 pm",1519905600000.0,19.264,Light snow. Overcast.,30.2,29.45,82,2018,3,Thursday,1,12:00,18:00
"Thursday, March 1, 2018, 6:00 pm — 12:00 am",1519927200000.0,21.128,Passing clouds.,32.0,29.39,74,2018,3,Thursday,1,18:00,00:00
"Friday, March 2, 2018, 12:00 am — 6:00 am",1519948800000.0,21.75,Passing clouds.,30.2,29.32,76,2018,3,Friday,2,00:00,06:00
"Friday, March 2, 2018, 6:00 am — 12:00 pm",1519970400000.0,21.75,Ice fog.,30.2,29.3,78,2018,3,Friday,2,06:00,12:00
"Friday, March 2, 2018, 12:00 pm — 6:00 pm",1519992000000.0,16.157,Light snow. Mostly cloudy.,30.2,29.3,86,2018,3,Friday,2,12:00,18:00
"Friday, March 2, 2018, 6:00 pm — 12:00 am",1520013600000.0,13.671,Low clouds.,32.0,29.32,94,2018,3,Friday,2,18:00,00:00
"Saturday, March 3, 2018, 12:00 am — 6:00 am",1520035200000.0,11.807,Low clouds.,33.8,29.29,99,2018,3,Saturday,3,00:00,06:00
"Saturday, March 3, 2018, 6:00 am — 12:00 pm",1520056800000.0,11.807,Fog.,37.4,29.31,95,2018,3,Saturday,3,06:00,12:00
"Saturday, March 3, 2018, 12:00 pm — 6:00 pm",1520078400000.0,14.914000000000001,Partly sunny.,37.4,29.28,88,2018,3,Saturday,3,12:00,18:00
"Saturday, March 3, 2018, 6:00 pm — 12:00 am",1520100000000.0,11.185,Partly cloudy.,39.2,29.27,95,2018,3,Saturday,3,18:00,00:00
"Sunday, March 4, 2018, 12:00 am — 6:00 am",1520121600000.0,6.2139999999999995,Passing clouds.,41.0,29.25,98,2018,3,Sunday,4,00:00,06:00
"Sunday, March 4, 2018, 6:00 am — 12:00 pm",1520143200000.0,7.4570000000000025,Fog.,48.2,29.23,93,2018,3,Sunday,4,06:00,12:00
"Sunday, March 4, 2018, 12:00 pm — 6:00 pm",1520164800000.0,9.943,Mostly cloudy.,48.2,29.19,83,2018,3,Sunday,4,12:00,18:00
"Sunday, March 4, 2018, 6:00 pm — 12:00 am",1520186400000.0,6.836,Passing clouds.,44.6,29.18,91,2018,3,Sunday,4,18:00,00:00
"Monday, March 5, 2018, 12:00 am — 6:00 am",1520208000000.0,6.836,Passing clouds.,41.0,29.19,96,2018,3,Monday,5,00:00,06:00
"Monday, March 5, 2018, 6:00 am — 12:00 pm",1520229600000.0,8.078,Broken clouds.,50.0,29.23,84,2018,3,Monday,5,06:00,12:00
"Monday, March 5, 2018, 12:00 pm — 6:00 pm",1520251200000.0,11.807,Partly sunny.,50.0,29.16,74,2018,3,Monday,5,12:00,18:00
"Monday, March 5, 2018, 6:00 pm — 12:00 am",1520272800000.0,10.564,Passing clouds.,46.4,29.1,87,2018,3,Monday,5,18:00,00:00
"Tuesday, March 6, 2018, 12:00 am — 6:00 am",1520294400000.0,8.7,Partly cloudy.,46.4,29.1,88,2018,3,Tuesday,6,00:00,06:00
"Tuesday, March 6, 2018, 6:00 am — 12:00 pm",1520316000000.0,7.4570000000000025,Partly sunny.,50.0,29.17,81,2018,3,Tuesday,6,06:00,12:00
"Tuesday, March 6, 2018, 12:00 pm — 6:00 pm",1520337600000.0,6.836,Broken clouds.,50.0,29.19,64,2018,3,Tuesday,6,12:00,18:00
"Tuesday, March 6, 2018, 6:00 pm — 12:00 am",1520359200000.0,2.4859999999999998,Clear.,46.4,29.23,89,2018,3,Tuesday,6,18:00,00:00
"Wednesday, March 7, 2018, 12:00 am — 6:00 am",1520380800000.0,3.728,Overcast.,41.0,29.24,93,2018,3,Wednesday,7,00:00,06:00
"Wednesday, March 7, 2018, 6:00 am — 12:00 pm",1520402400000.0,6.836,Broken clouds.,46.4,29.33,87,2018,3,Wednesday,7,06:00,12:00
"Wednesday, March 7, 2018, 12:00 pm — 6:00 pm",1520424000000.0,12.427999999999999,Passing clouds.,51.8,29.4,57,2018,3,Wednesday,7,12:00,18:00
"Wednesday, March 7, 2018, 6:00 pm — 12:00 am",1520445600000.0,6.2139999999999995,Passing clouds.,42.8,29.45,76,2018,3,Wednesday,7,18:00,00:00
"Thursday, March 8, 2018, 12:00 am — 6:00 am",1520467200000.0,12.427999999999999,Partly cloudy.,42.8,29.27,91,2018,3,Thursday,8,00:00,06:00
"Thursday, March 8, 2018, 6:00 am — 12:00 pm",1520488800000.0,17.4,Passing clouds.,44.6,29.33,76,2018,3,Thursday,8,06:00,12:00
"Thursday, March 8, 2018, 12:00 pm — 6:00 pm",1520510400000.0,19.264,Passing clouds.,50.0,29.45,47,2018,3,Thursday,8,12:00,18:00
"Thursday, March 8, 2018, 6:00 pm — 12:00 am",1520532000000.0,3.728,Passing clouds.,44.6,29.57,71,2018,3,Thursday,8,18:00,00:00
"Friday, March 9, 2018, 12:00 am — 6:00 am",1520553600000.0,0.0,Passing clouds.,39.2,29.62,93,2018,3,Friday,9,00:00,06:00
"Friday, March 9, 2018, 6:00 am — 12:00 pm",1520575200000.0,4.35,Sunny.,48.2,29.62,84,2018,3,Friday,9,06:00,12:00
"Friday, March 9, 2018, 12:00 pm — 6:00 pm",1520596800000.0,8.7,Light rain. Low clouds.,48.2,29.51,88,2018,3,Friday,9,12:00,18:00
"Friday, March 9, 2018, 6:00 pm — 12:00 am",1520618400000.0,8.078,Low clouds.,50.0,29.41,99,2018,3,Friday,9,18:00,00:00
"Saturday, March 10, 2018, 12:00 am — 6:00 am",1520640000000.0,6.836,Passing clouds.,51.8,29.35,96,2018,3,Saturday,10,00:00,06:00
"Saturday, March 10, 2018, 6:00 am — 12:00 pm",1520661600000.0,7.4570000000000025,Partly sunny.,55.4,29.35,89,2018,3,Saturday,10,06:00,12:00
"Saturday, March 10, 2018, 12:00 pm — 6:00 pm",1520683200000.0,11.807,Partly sunny.,57.2,29.37,85,2018,3,Saturday,10,12:00,18:00
"Saturday, March 10, 2018, 6:00 pm — 12:00 am",1520704800000.0,4.35,Passing clouds.,50.0,29.42,93,2018,3,Saturday,10,18:00,00:00
"Sunday, March 11, 2018, 12:00 am — 6:00 am",1520726400000.0,1.864,Partly cloudy.,41.0,29.34,100,2018,3,Sunday,11,00:00,06:00
"Sunday, March 11, 2018, 6:00 am — 12:00 pm",1520748000000.0,6.836,Partly sunny.,55.4,29.28,89,2018,3,Sunday,11,06:00,12:00
"Sunday, March 11, 2018, 12:00 pm — 6:00 pm",1520769600000.0,11.807,Partly sunny.,51.8,29.19,83,2018,3,Sunday,11,12:00,18:00
"Sunday, March 11, 2018, 6:00 pm — 12:00 am",1520791200000.0,1.2429999999999999,Passing clouds.,50.0,29.15,97,2018,3,Sunday,11,18:00,00:00
"Monday, March 12, 2018, 12:00 am — 6:00 am",1520812800000.0,0.0,Passing clouds.,48.2,29.09,91,2018,3,Monday,12,00:00,06:00
"Monday, March 12, 2018, 6:00 am — 12:00 pm",1520834400000.0,3.728,Light rain. Broken clouds.,50.0,29.1,94,2018,3,Monday,12,06:00,12:00
"Monday, March 12, 2018, 12:00 pm — 6:00 pm",1520856000000.0,12.427999999999999,Broken clouds.,50.0,29.22,86,2018,3,Monday,12,12:00,18:00
"Monday, March 12, 2018, 6:00 pm — 12:00 am",1520877600000.0,8.7,Passing clouds.,46.4,29.41,86,2018,3,Monday,12,18:00,00:00
"Tuesday, March 13, 2018, 12:00 am — 6:00 am",1520899200000.0,0.0,Passing clouds.,42.8,29.58,85,2018,3,Tuesday,13,00:00,06:00
"Tuesday, March 13, 2018, 6:00 am — 12:00 pm",1520920800000.0,6.2139999999999995,Scattered clouds.,48.2,29.73,81,2018,3,Tuesday,13,06:00,12:00
"Tuesday, March 13, 2018, 12:00 pm — 6:00 pm",1520942400000.0,6.2139999999999995,Partly sunny.,51.8,29.8,71,2018,3,Tuesday,13,12:00,18:00
"Tuesday, March 13, 2018, 6:00 pm — 12:00 am",1520964000000.0,3.1069999999999998,Passing clouds.,46.4,29.82,83,2018,3,Tuesday,13,18:00,00:00
"Wednesday, March 14, 2018, 12:00 am — 6:00 am",1520985600000.0,3.728,Passing clouds.,39.2,29.78,95,2018,3,Wednesday,14,00:00,06:00
"Wednesday, March 14, 2018, 6:00 am — 12:00 pm",1521007200000.0,13.671,Sunny.,55.4,29.66,73,2018,3,Wednesday,14,06:00,12:00
"Wednesday, March 14, 2018, 12:00 pm — 6:00 pm",1521028800000.0,17.4,Partly sunny.,55.4,29.49,56,2018,3,Wednesday,14,12:00,18:00
"Wednesday, March 14, 2018, 6:00 pm — 12:00 am",1521050400000.0,16.778,Clear.,51.8,29.34,62,2018,3,Wednesday,14,18:00,00:00
"Thursday, March 15, 2018, 12:00 am — 6:00 am",1521072000000.0,14.293,Passing clouds.,48.2,29.18,89,2018,3,Thursday,15,00:00,06:00
"Thursday, March 15, 2018, 6:00 am — 12:00 pm",1521093600000.0,7.4570000000000025,Broken clouds.,51.8,29.18,94,2018,3,Thursday,15,06:00,12:00
"Thursday, March 15, 2018, 12:00 pm — 6:00 pm",1521115200000.0,8.7,Partly sunny.,55.4,29.21,72,2018,3,Thursday,15,12:00,18:00
