date,date_id,wind,desc,temp,baro,hum,year,month,day,day_date,start_hour,end_hour
"Saturday, June 22, 2019, 12:00 am — 6:00 am",1561161600000.0,0.621,Clear.,55.4,30.15,94,2019,6,Saturday,22,00:00,06:00
"Saturday, June 22, 2019, 6:00 am — 12:00 pm",1561183200000.0,6.836,Sunny.,69.8,30.17,59,2019,6,Saturday,22,06:00,12:00
"Saturday, June 22, 2019, 12:00 pm — 6:00 pm",1561204800000.0,9.321,Sunny.,73.4,30.12,44,2019,6,Saturday,22,12:00,18:00
"Saturday, June 22, 2019, 6:00 pm — 12:00 am",1561226400000.0,9.321,Sunny.,69.8,30.11,48,2019,6,Saturday,22,18:00,00:00
"Sunday, June 23, 2019, 12:00 am — 6:00 am",1561248000000.0,5.593,Passing clouds.,57.2,30.09,85,2019,6,Sunday,23,00:00,06:00
"Sunday, June 23, 2019, 6:00 am — 12:00 pm",1561269600000.0,7.457000000000002,Sunny.,71.6,30.06,74,2019,6,Sunday,23,06:00,12:00
"Sunday, June 23, 2019, 12:00 pm — 6:00 pm",1561291200000.0,12.428,Sunny.,75.2,29.99,56,2019,6,Sunday,23,12:00,18:00
"Sunday, June 23, 2019, 6:00 pm — 12:00 am",1561312800000.0,8.078,Sunny.,71.6,29.96,64,2019,6,Sunday,23,18:00,00:00
"Monday, June 24, 2019, 12:00 am — 6:00 am",1561334400000.0,3.728,Passing clouds.,66.2,29.94,87,2019,6,Monday,24,00:00,06:00
"Monday, June 24, 2019, 6:00 am — 12:00 pm",1561356000000.0,4.971,Sunny.,73.4,29.95,77,2019,6,Monday,24,06:00,12:00
"Monday, June 24, 2019, 12:00 pm — 6:00 pm",1561377600000.0,5.593,Sunny.,75.2,30.01,69,2019,6,Monday,24,12:00,18:00
"Monday, June 24, 2019, 6:00 pm — 12:00 am",1561399200000.0,4.35,Overcast.,75.2,30.05,72,2019,6,Monday,24,18:00,00:00
"Tuesday, June 25, 2019, 12:00 am — 6:00 am",1561420800000.0,3.728,Overcast.,66.2,30.02,96,2019,6,Tuesday,25,00:00,06:00
"Tuesday, June 25, 2019, 6:00 am — 12:00 pm",1561442400000.0,4.971,Partly sunny.,71.6,30.03,88,2019,6,Tuesday,25,06:00,12:00
"Tuesday, June 25, 2019, 12:00 pm — 6:00 pm",1561464000000.0,8.078,Partly sunny.,73.4,30.09,77,2019,6,Tuesday,25,12:00,18:00
"Tuesday, June 25, 2019, 6:00 pm — 12:00 am",1561485600000.0,8.7,Mostly cloudy.,68.0,30.17,84,2019,6,Tuesday,25,18:00,00:00
"Wednesday, June 26, 2019, 12:00 am — 6:00 am",1561507200000.0,9.321,Low clouds.,60.8,30.26,92,2019,6,Wednesday,26,00:00,06:00
"Wednesday, June 26, 2019, 6:00 am — 12:00 pm",1561528800000.0,11.807,Broken clouds.,62.6,30.34,86,2019,6,Wednesday,26,06:00,12:00
"Wednesday, June 26, 2019, 12:00 pm — 6:00 pm",1561550400000.0,14.914,Partly sunny.,69.8,30.34,72,2019,6,Wednesday,26,12:00,18:00
"Wednesday, June 26, 2019, 6:00 pm — 12:00 am",1561572000000.0,14.293,Partly sunny.,66.2,30.37,77,2019,6,Wednesday,26,18:00,00:00
"Thursday, June 27, 2019, 12:00 am — 6:00 am",1561593600000.0,13.05,Overcast.,57.2,30.39,82,2019,6,Thursday,27,00:00,06:00
"Thursday, June 27, 2019, 6:00 am — 12:00 pm",1561615200000.0,13.05,Sunny.,68.0,30.4,68,2019,6,Thursday,27,06:00,12:00
"Thursday, June 27, 2019, 12:00 pm — 6:00 pm",1561636800000.0,14.293,Sunny.,75.2,30.36,49,2019,6,Thursday,27,12:00,18:00
"Thursday, June 27, 2019, 6:00 pm — 12:00 am",1561658400000.0,14.914,Sunny.,71.6,30.33,68,2019,6,Thursday,27,18:00,00:00
"Friday, June 28, 2019, 12:00 am — 6:00 am",1561680000000.0,12.428,Passing clouds.,57.2,30.32,87,2019,6,Friday,28,00:00,06:00
"Friday, June 28, 2019, 6:00 am — 12:00 pm",1561701600000.0,14.293,Passing clouds.,68.0,30.29,69,2019,6,Friday,28,06:00,12:00
"Friday, June 28, 2019, 12:00 pm — 6:00 pm",1561723200000.0,13.671,Sunny.,75.2,30.21,50,2019,6,Friday,28,12:00,18:00
"Friday, June 28, 2019, 6:00 pm — 12:00 am",1561744800000.0,10.564,Sunny.,73.4,30.15,65,2019,6,Friday,28,18:00,00:00
"Saturday, June 29, 2019, 12:00 am — 6:00 am",1561766400000.0,4.971,Clear.,59.0,30.1,92,2019,6,Saturday,29,00:00,06:00
"Saturday, June 29, 2019, 6:00 am — 12:00 pm",1561788000000.0,6.214,Sunny.,84.2,30.02,66,2019,6,Saturday,29,06:00,12:00
"Saturday, June 29, 2019, 12:00 pm — 6:00 pm",1561809600000.0,12.428,Sunny.,93.2,29.9,34,2019,6,Saturday,29,12:00,18:00
"Saturday, June 29, 2019, 6:00 pm — 12:00 am",1561831200000.0,10.564,Sunny.,87.8,29.84,48,2019,6,Saturday,29,18:00,00:00
"Sunday, June 30, 2019, 12:00 am — 6:00 am",1561852800000.0,11.185,Clear.,69.8,29.92,84,2019,6,Sunday,30,00:00,06:00
"Sunday, June 30, 2019, 6:00 am — 12:00 pm",1561874400000.0,11.807,Scattered clouds.,69.8,30.01,68,2019,6,Sunday,30,06:00,12:00
"Sunday, June 30, 2019, 12:00 pm — 6:00 pm",1561896000000.0,14.293,Passing clouds.,73.4,30.03,54,2019,6,Sunday,30,12:00,18:00
"Sunday, June 30, 2019, 6:00 pm — 12:00 am",1561917600000.0,13.05,Sunny.,73.4,30.02,56,2019,6,Sunday,30,18:00,00:00
"Monday, June 1, 2020, 12:00 am — 6:00 am",1590969600000.0,6.836,Clear.,57.2,30.21,72,2020,6,Monday,1,00:00,06:00
"Monday, June 1, 2020, 6:00 am — 12:00 pm",1590991200000.0,9.943,Sunny.,71.6,30.21,58,2020,6,Monday,1,06:00,12:00
"Monday, June 1, 2020, 12:00 pm — 6:00 pm",1591012800000.0,9.321,Sunny.,77.0,30.16,34,2020,6,Monday,1,12:00,18:00
"Monday, June 1, 2020, 6:00 pm — 12:00 am",1591034400000.0,9.321,Sunny.,75.2,30.16,40,2020,6,Monday,1,18:00,00:00
"Tuesday, June 2, 2020, 12:00 am — 6:00 am",1591056000000.0,6.214,Clear.,62.6,30.16,72,2020,6,Tuesday,2,00:00,06:00
"Tuesday, June 2, 2020, 6:00 am — 12:00 pm",1591077600000.0,7.457000000000002,Sunny.,69.8,30.13,57,2020,6,Tuesday,2,06:00,12:00
"Tuesday, June 2, 2020, 12:00 pm — 6:00 pm",1591099200000.0,7.457000000000002,Sunny.,75.2,30.05,31,2020,6,Tuesday,2,12:00,18:00
"Tuesday, June 2, 2020, 6:00 pm — 12:00 am",1591120800000.0,4.971,Sunny.,75.2,29.95,38,2020,6,Tuesday,2,18:00,00:00
"Wednesday, June 3, 2020, 12:00 am — 6:00 am",1591142400000.0,3.107,Passing clouds.,57.2,29.84,73,2020,6,Wednesday,3,00:00,06:00
"Wednesday, June 3, 2020, 6:00 am — 12:00 pm",1591164000000.0,8.078,Partly sunny.,64.4,29.78,60,2020,6,Wednesday,3,06:00,12:00
"Wednesday, June 3, 2020, 12:00 pm — 6:00 pm",1591185600000.0,11.807,Light rain. Partly sunny.,66.2,29.74,67,2020,6,Wednesday,3,12:00,18:00
"Wednesday, June 3, 2020, 6:00 pm — 12:00 am",1591207200000.0,14.914,Partly sunny.,60.8,29.74,71,2020,6,Wednesday,3,18:00,00:00
"Thursday, June 4, 2020, 12:00 am — 6:00 am",1591228800000.0,11.807,Overcast.,53.6,29.69,83,2020,6,Thursday,4,00:00,06:00
"Thursday, June 4, 2020, 6:00 am — 12:00 pm",1591250400000.0,12.428,Partly sunny.,57.2,29.64,63,2020,6,Thursday,4,06:00,12:00
"Thursday, June 4, 2020, 12:00 pm — 6:00 pm",1591272000000.0,11.185,Partly sunny.,59.0,29.6,51,2020,6,Thursday,4,12:00,18:00
"Thursday, June 4, 2020, 6:00 pm — 12:00 am",1591293600000.0,8.7,Partly sunny.,55.4,29.55,72,2020,6,Thursday,4,18:00,00:00
"Friday, June 5, 2020, 12:00 am — 6:00 am",1591315200000.0,9.943,Overcast.,51.8,29.44,88,2020,6,Friday,5,00:00,06:00
"Friday, June 5, 2020, 6:00 am — 12:00 pm",1591336800000.0,18.021,Broken clouds.,57.2,29.4,62,2020,6,Friday,5,06:00,12:00
"Friday, June 5, 2020, 12:00 pm — 6:00 pm",1591358400000.0,15.535,Scattered clouds.,60.8,29.43,52,2020,6,Friday,5,12:00,18:00
"Friday, June 5, 2020, 6:00 pm — 12:00 am",1591380000000.0,11.807,Passing clouds.,57.2,29.46,54,2020,6,Friday,5,18:00,00:00
"Saturday, June 6, 2020, 12:00 am — 6:00 am",1591401600000.0,10.564,Clear.,48.2,29.47,73,2020,6,Saturday,6,00:00,06:00
"Saturday, June 6, 2020, 6:00 am — 12:00 pm",1591423200000.0,20.507,Partly sunny.,53.6,29.47,63,2020,6,Saturday,6,06:00,12:00
"Saturday, June 6, 2020, 12:00 pm — 6:00 pm",1591444800000.0,16.778,Broken clouds.,57.2,29.47,77,2020,6,Saturday,6,12:00,18:00
"Saturday, June 6, 2020, 6:00 pm — 12:00 am",1591466400000.0,6.836,Partly sunny.,51.8,29.54,93,2020,6,Saturday,6,18:00,00:00
"Sunday, June 7, 2020, 12:00 am — 6:00 am",1591488000000.0,3.728,Passing clouds.,46.4,29.65,96,2020,6,Sunday,7,00:00,06:00
"Sunday, June 7, 2020, 6:00 am — 12:00 pm",1591509600000.0,8.078,Broken clouds.,62.6,29.75,76,2020,6,Sunday,7,06:00,12:00
"Sunday, June 7, 2020, 12:00 pm — 6:00 pm",1591531200000.0,11.185,Partly sunny.,64.4,29.83,61,2020,6,Sunday,7,12:00,18:00
"Sunday, June 7, 2020, 6:00 pm — 12:00 am",1591552800000.0,9.321,Partly sunny.,57.2,29.93,72,2020,6,Sunday,7,18:00,00:00
"Monday, June 8, 2020, 12:00 am — 6:00 am",1591574400000.0,8.7,Passing clouds.,53.6,30.01,76,2020,6,Monday,8,00:00,06:00
"Monday, June 8, 2020, 6:00 am — 12:00 pm",1591596000000.0,10.564,Partly sunny.,57.2,30.08,67,2020,6,Monday,8,06:00,12:00
"Monday, June 8, 2020, 12:00 pm — 6:00 pm",1591617600000.0,8.7,Partly sunny.,60.8,30.09,56,2020,6,Monday,8,12:00,18:00
"Monday, June 8, 2020, 6:00 pm — 12:00 am",1591639200000.0,8.078,Scattered clouds.,60.8,30.11,58,2020,6,Monday,8,18:00,00:00
"Tuesday, June 9, 2020, 12:00 am — 6:00 am",1591660800000.0,4.35,Overcast.,53.6,30.13,69,2020,6,Tuesday,9,00:00,06:00
"Tuesday, June 9, 2020, 6:00 am — 12:00 pm",1591682400000.0,4.35,Partly sunny.,62.6,30.14,55,2020,6,Tuesday,9,06:00,12:00
"Tuesday, June 9, 2020, 12:00 pm — 6:00 pm",1591704000000.0,4.35,Sunny.,68.0,30.09,42,2020,6,Tuesday,9,12:00,18:00
"Tuesday, June 9, 2020, 6:00 pm — 12:00 am",1591725600000.0,7.457000000000002,Partly sunny.,64.4,30.07,64,2020,6,Tuesday,9,18:00,00:00
"Wednesday, June 10, 2020, 12:00 am — 6:00 am",1591747200000.0,6.836,Passing clouds.,57.2,30.03,87,2020,6,Wednesday,10,00:00,06:00
"Wednesday, June 10, 2020, 6:00 am — 12:00 pm",1591768800000.0,4.35,Partly sunny.,60.8,29.99,75,2020,6,Wednesday,10,06:00,12:00
"Wednesday, June 10, 2020, 12:00 pm — 6:00 pm",1591790400000.0,6.836,Partly sunny.,60.8,29.94,80,2020,6,Wednesday,10,12:00,18:00
"Wednesday, June 10, 2020, 6:00 pm — 12:00 am",1591812000000.0,8.7,Light rain. Broken clouds.,55.4,29.91,94,2020,6,Wednesday,10,18:00,00:00
"Thursday, June 11, 2020, 12:00 am — 6:00 am",1591833600000.0,7.457000000000002,Passing clouds.,53.6,29.88,92,2020,6,Thursday,11,00:00,06:00
"Thursday, June 11, 2020, 6:00 am — 12:00 pm",1591855200000.0,12.428,Partly sunny.,59.0,29.89,85,2020,6,Thursday,11,06:00,12:00
"Thursday, June 11, 2020, 12:00 pm — 6:00 pm",1591876800000.0,17.4,Partly sunny.,68.0,29.85,64,2020,6,Thursday,11,12:00,18:00
"Thursday, June 11, 2020, 6:00 pm — 12:00 am",1591898400000.0,13.05,Broken clouds.,60.8,29.83,79,2020,6,Thursday,11,18:00,00:00
"Friday, June 12, 2020, 12:00 am — 6:00 am",1591920000000.0,9.321,Mostly cloudy.,57.2,29.77,88,2020,6,Friday,12,00:00,06:00
"Friday, June 12, 2020, 6:00 am — 12:00 pm",1591941600000.0,15.535,Broken clouds.,68.0,29.68,73,2020,6,Friday,12,06:00,12:00
"Friday, June 12, 2020, 12:00 pm — 6:00 pm",1591963200000.0,16.157,Broken clouds.,68.0,29.63,75,2020,6,Friday,12,12:00,18:00
"Friday, June 12, 2020, 6:00 pm — 12:00 am",1591984800000.0,8.7,Broken clouds.,64.4,29.64,82,2020,6,Friday,12,18:00,00:00
"Saturday, June 13, 2020, 12:00 am — 6:00 am",1592006400000.0,4.971,Passing clouds.,57.2,29.69,95,2020,6,Saturday,13,00:00,06:00
"Saturday, June 13, 2020, 6:00 am — 12:00 pm",1592028000000.0,10.564,Passing clouds.,69.8,29.76,70,2020,6,Saturday,13,06:00,12:00
"Saturday, June 13, 2020, 12:00 pm — 6:00 pm",1592049600000.0,14.914,Sunny.,75.2,29.79,44,2020,6,Saturday,13,12:00,18:00
"Saturday, June 13, 2020, 6:00 pm — 12:00 am",1592071200000.0,9.943,Overcast.,71.6,29.85,77,2020,6,Saturday,13,18:00,00:00
"Sunday, June 14, 2020, 12:00 am — 6:00 am",1592092800000.0,1.243,Clear.,59.0,29.89,96,2020,6,Sunday,14,00:00,06:00
"Sunday, June 14, 2020, 6:00 am — 12:00 pm",1592114400000.0,7.457000000000002,Scattered clouds.,66.2,29.93,76,2020,6,Sunday,14,06:00,12:00
"Sunday, June 14, 2020, 12:00 pm — 6:00 pm",1592136000000.0,10.564,Scattered clouds.,71.6,29.95,55,2020,6,Sunday,14,12:00,18:00
"Sunday, June 14, 2020, 6:00 pm — 12:00 am",1592157600000.0,6.214,Clear.,69.8,29.98,64,2020,6,Sunday,14,18:00,00:00
"Monday, June 15, 2020, 12:00 am — 6:00 am",1592179200000.0,2.486,Clear.,57.2,30.01,92,2020,6,Monday,15,00:00,06:00
"Monday, June 15, 2020, 6:00 am — 12:00 pm",1592200800000.0,3.728,Passing clouds.,73.4,30.01,66,2020,6,Monday,15,06:00,12:00
"Monday, June 15, 2020, 12:00 pm — 6:00 pm",1592222400000.0,6.214,Sunny.,73.4,29.99,56,2020,6,Monday,15,12:00,18:00
"Monday, June 15, 2020, 6:00 pm — 12:00 am",1592244000000.0,3.107,Clear.,66.2,29.98,90,2020,6,Monday,15,18:00,00:00
"Tuesday, June 16, 2020, 12:00 am — 6:00 am",1592265600000.0,2.486,Passing clouds.,57.2,29.97,96,2020,6,Tuesday,16,00:00,06:00
"Tuesday, June 16, 2020, 6:00 am — 12:00 pm",1592287200000.0,4.35,Scattered clouds.,71.6,29.97,69,2020,6,Tuesday,16,06:00,12:00
"Tuesday, June 16, 2020, 12:00 pm — 6:00 pm",1592308800000.0,8.7,Scattered clouds.,75.2,29.92,56,2020,6,Tuesday,16,12:00,18:00
"Tuesday, June 16, 2020, 6:00 pm — 12:00 am",1592330400000.0,6.214,Scattered clouds.,71.6,29.9,58,2020,6,Tuesday,16,18:00,00:00
"Wednesday, June 17, 2020, 12:00 am — 6:00 am",1592352000000.0,1.243,Passing clouds.,57.2,29.89,93,2020,6,Wednesday,17,00:00,06:00
"Wednesday, June 17, 2020, 6:00 am — 12:00 pm",1592373600000.0,1.864,Broken clouds.,71.6,29.91,76,2020,6,Wednesday,17,06:00,12:00
"Wednesday, June 17, 2020, 12:00 pm — 6:00 pm",1592395200000.0,3.728,Partly sunny.,71.6,29.88,66,2020,6,Wednesday,17,12:00,18:00
"Wednesday, June 17, 2020, 6:00 pm — 12:00 am",1592416800000.0,4.971,Partly sunny.,69.8,29.87,76,2020,6,Wednesday,17,18:00,00:00
"Thursday, June 18, 2020, 12:00 am — 6:00 am",1592438400000.0,3.728,Overcast.,59.0,29.85,95,2020,6,Thursday,18,00:00,06:00
"Thursday, June 18, 2020, 6:00 am — 12:00 pm",1592460000000.0,4.35,Light rain. Partly sunny.,59.0,29.8,94,2020,6,Thursday,18,06:00,12:00
"Thursday, June 18, 2020, 12:00 pm — 6:00 pm",1592481600000.0,8.078,Scattered clouds.,66.2,29.8,84,2020,6,Thursday,18,12:00,18:00
"Thursday, June 18, 2020, 6:00 pm — 12:00 am",1592503200000.0,8.7,Passing clouds.,64.4,29.83,78,2020,6,Thursday,18,18:00,00:00
"Friday, June 19, 2020, 12:00 am — 6:00 am",1592524800000.0,7.457000000000002,Passing clouds.,57.2,29.86,93,2020,6,Friday,19,00:00,06:00
"Friday, June 19, 2020, 6:00 am — 12:00 pm",1592546400000.0,11.807,Partly sunny.,60.8,29.9,87,2020,6,Friday,19,06:00,12:00
"Friday, June 19, 2020, 12:00 pm — 6:00 pm",1592568000000.0,13.671,Partly sunny.,66.2,29.96,69,2020,6,Friday,19,12:00,18:00
"Friday, June 19, 2020, 6:00 pm — 12:00 am",1592589600000.0,8.7,Partly sunny.,60.8,30.03,79,2020,6,Friday,19,18:00,00:00
"Saturday, June 20, 2020, 12:00 am — 6:00 am",1592611200000.0,3.728,Passing clouds.,57.2,30.09,92,2020,6,Saturday,20,00:00,06:00
"Saturday, June 20, 2020, 6:00 am — 12:00 pm",1592632800000.0,8.7,Partly sunny.,64.4,30.11,78,2020,6,Saturday,20,06:00,12:00
"Saturday, June 20, 2020, 12:00 pm — 6:00 pm",1592654400000.0,11.807,Partly sunny.,71.6,30.09,57,2020,6,Saturday,20,12:00,18:00
"Saturday, June 20, 2020, 6:00 pm — 12:00 am",1592676000000.0,8.7,Scattered clouds.,69.8,30.07,68,2020,6,Saturday,20,18:00,00:00
"Sunday, June 21, 2020, 12:00 am — 6:00 am",1592697600000.0,7.457000000000002,Passing clouds.,59.0,29.99,83,2020,6,Sunday,21,00:00,06:00
"Sunday, June 21, 2020, 6:00 am — 12:00 pm",1592719200000.0,11.807,Partly sunny.,68.0,29.96,86,2020,6,Sunday,21,06:00,12:00
"Sunday, June 21, 2020, 12:00 pm — 6:00 pm",1592740800000.0,15.535,Partly sunny.,71.6,30.02,52,2020,6,Sunday,21,12:00,18:00
"Sunday, June 21, 2020, 6:00 pm — 12:00 am",1592762400000.0,13.671,Passing clouds.,68.0,30.12,56,2020,6,Sunday,21,18:00,00:00
"Monday, June 22, 2020, 12:00 am — 6:00 am",1592784000000.0,3.728,Clear.,53.6,30.23,84,2020,6,Monday,22,00:00,06:00
"Monday, June 22, 2020, 6:00 am — 12:00 pm",1592805600000.0,8.7,Scattered clouds.,68.0,30.27,62,2020,6,Monday,22,06:00,12:00
"Monday, June 22, 2020, 12:00 pm — 6:00 pm",1592827200000.0,11.185,Passing clouds.,73.4,30.24,46,2020,6,Monday,22,12:00,18:00
"Monday, June 22, 2020, 6:00 pm — 12:00 am",1592848800000.0,9.943,Sunny.,71.6,30.22,54,2020,6,Monday,22,18:00,00:00
"Tuesday, June 23, 2020, 12:00 am — 6:00 am",1592870400000.0,3.728,Clear.,57.2,30.24,88,2020,6,Tuesday,23,00:00,06:00
"Tuesday, June 23, 2020, 6:00 am — 12:00 pm",1592892000000.0,6.214,Sunny.,77.0,30.25,59,2020,6,Tuesday,23,06:00,12:00
"Tuesday, June 23, 2020, 12:00 pm — 6:00 pm",1592913600000.0,8.078,Sunny.,84.2,30.2,41,2020,6,Tuesday,23,12:00,18:00
"Tuesday, June 23, 2020, 6:00 pm — 12:00 am",1592935200000.0,5.593,Sunny.,80.6,30.16,49,2020,6,Tuesday,23,18:00,00:00
"Wednesday, June 24, 2020, 12:00 am — 6:00 am",1592956800000.0,4.971,Clear.,64.4,30.16,75,2020,6,Wednesday,24,00:00,06:00
"Wednesday, June 24, 2020, 6:00 am — 12:00 pm",1592978400000.0,6.214,Sunny.,84.2,30.13,57,2020,6,Wednesday,24,06:00,12:00
"Wednesday, June 24, 2020, 12:00 pm — 6:00 pm",1593000000000.0,11.807,Sunny.,87.8,30.09,36,2020,6,Wednesday,24,12:00,18:00
"Wednesday, June 24, 2020, 6:00 pm — 12:00 am",1593021600000.0,12.428,Sunny.,84.2,30.08,44,2020,6,Wednesday,24,18:00,00:00
"Thursday, June 25, 2020, 12:00 am — 6:00 am",1593043200000.0,5.593,Clear.,69.8,30.06,71,2020,6,Thursday,25,00:00,06:00
"Thursday, June 25, 2020, 6:00 am — 12:00 pm",1593064800000.0,8.078,Sunny.,86.0,30.01,52,2020,6,Thursday,25,06:00,12:00
"Thursday, June 25, 2020, 12:00 pm — 6:00 pm",1593086400000.0,9.943,Sunny.,89.6,29.94,33,2020,6,Thursday,25,12:00,18:00
"Thursday, June 25, 2020, 6:00 pm — 12:00 am",1593108000000.0,11.807,Sunny.,86.0,29.89,44,2020,6,Thursday,25,18:00,00:00
"Friday, June 26, 2020, 12:00 am — 6:00 am",1593129600000.0,3.728,Clear.,69.8,29.82,74,2020,6,Friday,26,00:00,06:00
"Friday, June 26, 2020, 6:00 am — 12:00 pm",1593151200000.0,6.214,Sunny.,84.2,29.79,59,2020,6,Friday,26,06:00,12:00
"Friday, June 26, 2020, 12:00 pm — 6:00 pm",1593172800000.0,12.428,Sunny.,86.0,29.75,44,2020,6,Friday,26,12:00,18:00
"Friday, June 26, 2020, 6:00 pm — 12:00 am",1593194400000.0,11.807,Sunny.,78.8,29.76,65,2020,6,Friday,26,18:00,00:00
"Saturday, June 27, 2020, 12:00 am — 6:00 am",1593216000000.0,7.457000000000002,Passing clouds.,62.6,29.72,84,2020,6,Saturday,27,00:00,06:00
"Saturday, June 27, 2020, 6:00 am — 12:00 pm",1593237600000.0,12.428,Partly sunny.,64.4,29.65,91,2020,6,Saturday,27,06:00,12:00
"Saturday, June 27, 2020, 12:00 pm — 6:00 pm",1593259200000.0,18.642,Broken clouds.,68.0,29.62,69,2020,6,Saturday,27,12:00,18:00
"Saturday, June 27, 2020, 6:00 pm — 12:00 am",1593280800000.0,16.157,Partly sunny.,66.2,29.66,73,2020,6,Saturday,27,18:00,00:00
"Sunday, June 28, 2020, 12:00 am — 6:00 am",1593302400000.0,13.05,Passing clouds.,59.0,29.74,74,2020,6,Sunday,28,00:00,06:00
"Sunday, June 28, 2020, 6:00 am — 12:00 pm",1593324000000.0,18.021,Partly sunny.,62.6,29.81,64,2020,6,Sunday,28,06:00,12:00
"Sunday, June 28, 2020, 12:00 pm — 6:00 pm",1593345600000.0,18.021,Scattered clouds.,68.0,29.82,62,2020,6,Sunday,28,12:00,18:00
"Sunday, June 28, 2020, 6:00 pm — 12:00 am",1593367200000.0,13.671,Partly sunny.,62.6,29.81,71,2020,6,Sunday,28,18:00,00:00
"Monday, June 29, 2020, 12:00 am — 6:00 am",1593388800000.0,12.428,Passing clouds.,55.4,29.81,74,2020,6,Monday,29,00:00,06:00
"Monday, June 29, 2020, 6:00 am — 12:00 pm",1593410400000.0,18.642,Partly sunny.,64.4,29.81,64,2020,6,Monday,29,06:00,12:00
"Monday, June 29, 2020, 12:00 pm — 6:00 pm",1593432000000.0,22.371,Partly sunny.,68.0,29.8,49,2020,6,Monday,29,12:00,18:00
"Monday, June 29, 2020, 6:00 pm — 12:00 am",1593453600000.0,16.157,Partly sunny.,62.6,29.8,61,2020,6,Monday,29,18:00,00:00
"Tuesday, June 30, 2020, 12:00 am — 6:00 am",1593475200000.0,10.564,Overcast.,57.2,29.78,69,2020,6,Tuesday,30,00:00,06:00
"Tuesday, June 30, 2020, 6:00 am — 12:00 pm",1593496800000.0,9.321,Light rain. Mostly cloudy.,60.8,29.75,77,2020,6,Tuesday,30,06:00,12:00
"Tuesday, June 30, 2020, 12:00 pm — 6:00 pm",1593518400000.0,11.185,Partly sunny.,64.4,29.72,77,2020,6,Tuesday,30,12:00,18:00
"Tuesday, June 30, 2020, 6:00 pm — 12:00 am",1593540000000.0,9.943,Partly sunny.,66.2,29.68,83,2020,6,Tuesday,30,18:00,00:00
"Monday, July 1, 2019, 12:00 am — 6:00 am",1561939200000.0,9.321,Clear.,59.0,30.06,82,2019,7,Monday,1,00:00,06:00
"Monday, July 1, 2019, 6:00 am — 12:00 pm",1561960800000.0,14.293,Passing clouds.,66.2,30.1,63,2019,7,Monday,1,06:00,12:00
"Monday, July 1, 2019, 12:00 pm — 6:00 pm",1561982400000.0,12.428,Scattered clouds.,69.8,30.13,51,2019,7,Monday,1,12:00,18:00
"Monday, July 1, 2019, 6:00 pm — 12:00 am",1562004000000.0,8.7,Passing clouds.,68.0,30.18,60,2019,7,Monday,1,18:00,00:00
"Tuesday, July 2, 2019, 12:00 am — 6:00 am",1562025600000.0,4.35,Clear.,57.2,30.25,83,2019,7,Tuesday,2,00:00,06:00
"Tuesday, July 2, 2019, 6:00 am — 12:00 pm",1562047200000.0,6.214,Scattered clouds.,66.2,30.27,65,2019,7,Tuesday,2,06:00,12:00
"Tuesday, July 2, 2019, 12:00 pm — 6:00 pm",1562068800000.0,8.078,Sunny.,69.8,30.25,44,2019,7,Tuesday,2,12:00,18:00
"Tuesday, July 2, 2019, 6:00 pm — 12:00 am",1562090400000.0,8.078,Sunny.,69.8,30.25,53,2019,7,Tuesday,2,18:00,00:00
"Wednesday, July 3, 2019, 12:00 am — 6:00 am",1562112000000.0,4.35,Passing clouds.,55.4,30.3,76,2019,7,Wednesday,3,00:00,06:00
"Wednesday, July 3, 2019, 6:00 am — 12:00 pm",1562133600000.0,6.214,Sunny.,69.8,30.32,55,2019,7,Wednesday,3,06:00,12:00
"Wednesday, July 3, 2019, 12:00 pm — 6:00 pm",1562155200000.0,8.7,Sunny.,73.4,30.3,38,2019,7,Wednesday,3,12:00,18:00
"Wednesday, July 3, 2019, 6:00 pm — 12:00 am",1562176800000.0,9.321,Sunny.,73.4,30.3,48,2019,7,Wednesday,3,18:00,00:00
"Thursday, July 4, 2019, 12:00 am — 6:00 am",1562198400000.0,1.864,Clear.,57.2,30.33,84,2019,7,Thursday,4,00:00,06:00
"Thursday, July 4, 2019, 6:00 am — 12:00 pm",1562220000000.0,3.728,Sunny.,71.6,30.31,57,2019,7,Thursday,4,06:00,12:00
"Thursday, July 4, 2019, 12:00 pm — 6:00 pm",1562241600000.0,4.35,Sunny.,77.0,30.22,36,2019,7,Thursday,4,12:00,18:00
"Thursday, July 4, 2019, 6:00 pm — 12:00 am",1562263200000.0,4.35,Sunny.,78.8,30.15,52,2019,7,Thursday,4,18:00,00:00
"Friday, July 5, 2019, 12:00 am — 6:00 am",1562284800000.0,3.728,Passing clouds.,64.4,30.13,75,2019,7,Friday,5,00:00,06:00
"Friday, July 5, 2019, 6:00 am — 12:00 pm",1562306400000.0,5.593,Sunny.,71.6,30.11,59,2019,7,Friday,5,06:00,12:00
"Friday, July 5, 2019, 12:00 pm — 6:00 pm",1562328000000.0,8.7,Sunny.,78.8,30.05,40,2019,7,Friday,5,12:00,18:00
"Friday, July 5, 2019, 6:00 pm — 12:00 am",1562349600000.0,7.457000000000002,Sunny.,77.0,29.99,46,2019,7,Friday,5,18:00,00:00
"Saturday, July 6, 2019, 12:00 am — 6:00 am",1562371200000.0,4.35,Passing clouds.,64.4,29.94,74,2019,7,Saturday,6,00:00,06:00
